year,county,Description,LineCode,GeoFips,GDP_Change
2015,Costilla,"Agriculture, forestry, fishing and hunting",3.0,8023,31.4
2015,Costilla,Real estate and rental and leasing,56.0,8023,(D)
2015,Costilla,Government and government enterprises,83.0,8023,3.9
2015,Crowley,All industry total,1.0,8025,17.6
2015,Crowley,Private industries,2.0,8025,23.6
2015,Crowley,"Agriculture, forestry, fishing and hunting",3.0,8025,(D)
2015,Crowley,Real estate and rental and leasing,56.0,8025,(D)
2015,Crowley,Government and government enterprises,83.0,8025,2.2
2015,Custer,All industry total,1.0,8027,13.9
2015,Custer,Private industries,2.0,8027,14.6
2015,Custer,"Agriculture, forestry, fishing and hunting",3.0,8027,937.8
2015,Custer,Real estate and rental and leasing,56.0,8027,(D)
2015,Custer,Government and government enterprises,83.0,8027,8.2
2015,Delta,All industry total,1.0,8029,-2.2
2015,Delta,Private industries,2.0,8029,-3.8
2015,Delta,"Agriculture, forestry, fishing and hunting",3.0,8029,54.5
2015,Delta,Real estate and rental and leasing,56.0,8029,8.4
2015,Delta,Government and government enterprises,83.0,8029,5.2
2015,Denver,All industry total,1.0,8031,6.6
2015,Denver,Private industries,2.0,8031,6.4
2015,Denver,"Agriculture, forestry, fishing and hunting",3.0,8031,47.5
2015,Denver,Real estate and rental and leasing,56.0,8031,7.5
2015,Denver,Government and government enterprises,83.0,8031,8.6
2015,Dolores,All industry total,1.0,8033,-27
2015,Dolores,Private industries,2.0,8033,-28.8
2015,Dolores,"Agriculture, forestry, fishing and hunting",3.0,8033,23
2015,Dolores,Real estate and rental and leasing,56.0,8033,(D)
2015,Dolores,Government and government enterprises,83.0,8033,7.1
2015,Douglas,All industry total,1.0,8035,8.9
2015,Douglas,Private industries,2.0,8035,9
2015,Douglas,"Agriculture, forestry, fishing and hunting",3.0,8035,-17.7
2015,Douglas,Real estate and rental and leasing,56.0,8035,18.2
2015,Douglas,Government and government enterprises,83.0,8035,7.4
2015,Eagle,All industry total,1.0,8037,8.2
2015,Eagle,Private industries,2.0,8037,8.4
2015,Eagle,"Agriculture, forestry, fishing and hunting",3.0,8037,-39.8
2015,Eagle,Real estate and rental and leasing,56.0,8037,10.3
2015,Eagle,Government and government enterprises,83.0,8037,6.3
2015,Elbert,All industry total,1.0,8039,5.1
2015,Elbert,Private industries,2.0,8039,5.2
2015,Elbert,"Agriculture, forestry, fishing and hunting",3.0,8039,-12.5
2015,Elbert,Real estate and rental and leasing,56.0,8039,5.9
2015,Elbert,Government and government enterprises,83.0,8039,4.1
2015,Fremont,All industry total,1.0,8043,5.9
2015,Fremont,Private industries,2.0,8043,6.2
2015,Fremont,"Agriculture, forestry, fishing and hunting",3.0,8043,(D)
2015,Fremont,Real estate and rental and leasing,56.0,8043,8.4
2015,Fremont,Government and government enterprises,83.0,8043,5.2
2015,Garfield,All industry total,1.0,8045,-21.1
2015,Garfield,Private industries,2.0,8045,-23.6
2015,Garfield,"Agriculture, forestry, fishing and hunting",3.0,8045,6.9
2015,Garfield,Real estate and rental and leasing,56.0,8045,7.2
2015,Garfield,Government and government enterprises,83.0,8045,6.4
2015,Gilpin,All industry total,1.0,8047,5.5
2015,Gilpin,Private industries,2.0,8047,5.6
2015,Gilpin,"Agriculture, forestry, fishing and hunting",3.0,8047,(D)
2015,Gilpin,Real estate and rental and leasing,56.0,8047,(D)
2015,Gilpin,Government and government enterprises,83.0,8047,4.2
2015,Grand,All industry total,1.0,8049,7.6
2015,Grand,Private industries,2.0,8049,7.9
2015,Grand,"Agriculture, forestry, fishing and hunting",3.0,8049,18.3
2015,Grand,Real estate and rental and leasing,56.0,8049,5.9
2015,Grand,Government and government enterprises,83.0,8049,5.7
2015,Gunnison,All industry total,1.0,8051,-0.2
2015,Gunnison,Private industries,2.0,8051,-1.4
2015,Gunnison,"Agriculture, forestry, fishing and hunting",3.0,8051,26.7
2015,Gunnison,Real estate and rental and leasing,56.0,8051,7.5
2015,Gunnison,Government and government enterprises,83.0,8051,7.4
2015,Hinsdale,All industry total,1.0,8053,4
2015,Hinsdale,Private industries,2.0,8053,3.5
2015,Hinsdale,"Agriculture, forestry, fishing and hunting",3.0,8053,(D)
2015,Hinsdale,Real estate and rental and leasing,56.0,8053,(D)
2015,Hinsdale,Government and government enterprises,83.0,8053,8
2015,Huerfano,All industry total,1.0,8055,-8.1
2015,Huerfano,Private industries,2.0,8055,-9.4
2015,Huerfano,"Agriculture, forestry, fishing and hunting",3.0,8055,-34.5
2015,Huerfano,Real estate and rental and leasing,56.0,8055,8.2
2015,Huerfano,Government and government enterprises,83.0,8055,4.4
2015,Jackson,All industry total,1.0,8057,2.9
2015,Jackson,Private industries,2.0,8057,4.5
2015,Jackson,"Agriculture, forestry, fishing and hunting",3.0,8057,66.8
2015,Jackson,Real estate and rental and leasing,56.0,8057,(D)
2015,Jackson,Government and government enterprises,83.0,8057,-6
2015,Jefferson,All industry total,1.0,8059,6.4
2015,Jefferson,Private industries,2.0,8059,6.7
2015,Jefferson,"Agriculture, forestry, fishing and hunting",3.0,8059,12.6
2015,Jefferson,Real estate and rental and leasing,56.0,8059,9.6
2015,Jefferson,Government and government enterprises,83.0,8059,4.9
2015,Kiowa,All industry total,1.0,8061,-36.8
2015,Kiowa,Private industries,2.0,8061,-44.3
2015,Kiowa,"Agriculture, forestry, fishing and hunting",3.0,8061,(D)
2015,Kiowa,Real estate and rental and leasing,56.0,8061,0.3
2015,Kiowa,Government and government enterprises,83.0,8061,4.7
2015,Lake,All industry total,1.0,8065,-5.8
2015,Lake,Private industries,2.0,8065,-7.9
2015,Lake,"Agriculture, forestry, fishing and hunting",3.0,8065,(D)
2015,Lake,Real estate and rental and leasing,56.0,8065,8
2015,Lake,Government and government enterprises,83.0,8065,6.2
2015,Larimer,All industry total,1.0,8069,7.6
2015,Larimer,Private industries,2.0,8069,7.7
2015,Larimer,"Agriculture, forestry, fishing and hunting",3.0,8069,-3
2015,Larimer,Real estate and rental and leasing,56.0,8069,9.6
2015,Larimer,Government and government enterprises,83.0,8069,6.8
2015,Lincoln,All industry total,1.0,8073,-1.9
2015,Lincoln,Private industries,2.0,8073,-4
2015,Lincoln,"Agriculture, forestry, fishing and hunting",3.0,8073,(D)
2015,Lincoln,Real estate and rental and leasing,56.0,8073,4.3
2015,Lincoln,Government and government enterprises,83.0,8073,8
2015,Logan,All industry total,1.0,8075,8.8
2015,Logan,Private industries,2.0,8075,9
2015,Logan,"Agriculture, forestry, fishing and hunting",3.0,8075,21.7
2015,Logan,Real estate and rental and leasing,56.0,8075,9.8
2015,Logan,Government and government enterprises,83.0,8075,7.4
2015,Mesa,All industry total,1.0,8077,1.1
2015,Mesa,Private industries,2.0,8077,0.9
2015,Mesa,"Agriculture, forestry, fishing and hunting",3.0,8077,11.5
2015,Mesa,Real estate and rental and leasing,56.0,8077,6.9
2015,Mesa,Government and government enterprises,83.0,8077,2.9
2015,Mineral,All industry total,1.0,8079,11.7
2015,Mineral,Private industries,2.0,8079,12
2015,Mineral,"Agriculture, forestry, fishing and hunting",3.0,8079,(D)
2015,Mineral,Real estate and rental and leasing,56.0,8079,(D)
2015,Mineral,Government and government enterprises,83.0,8079,7.9
2015,Moffat,All industry total,1.0,8081,-7.6
2015,Moffat,Private industries,2.0,8081,-9.1
2015,Moffat,"Agriculture, forestry, fishing and hunting",3.0,8081,31
2015,Moffat,Real estate and rental and leasing,56.0,8081,7.4
2015,Moffat,Government and government enterprises,83.0,8081,16.5
2015,Montezuma,All industry total,1.0,8083,-14.5
2015,Montezuma,Private industries,2.0,8083,-16.2
2015,Montezuma,"Agriculture, forestry, fishing and hunting",3.0,8083,457.6
2015,Montezuma,Real estate and rental and leasing,56.0,8083,6.4
2015,Montezuma,Government and government enterprises,83.0,8083,1.4
2015,Montrose,All industry total,1.0,8085,6.6
2015,Montrose,Private industries,2.0,8085,6.5
2015,Montrose,"Agriculture, forestry, fishing and hunting",3.0,8085,60.2
2015,Montrose,Real estate and rental and leasing,56.0,8085,9.7
2015,Montrose,Government and government enterprises,83.0,8085,6.7
2015,Morgan,All industry total,1.0,8087,4.3
2015,Morgan,Private industries,2.0,8087,4.3
2015,Morgan,"Agriculture, forestry, fishing and hunting",3.0,8087,5.2
2015,Morgan,Real estate and rental and leasing,56.0,8087,7.8
2015,Morgan,Government and government enterprises,83.0,8087,4.4
2015,Otero,All industry total,1.0,8089,6.1
2015,Otero,Private industries,2.0,8089,6.6
2015,Otero,"Agriculture, forestry, fishing and hunting",3.0,8089,29.8
2015,Otero,Real estate and rental and leasing,56.0,8089,6.9
2015,Otero,Government and government enterprises,83.0,8089,3.6
2015,Ouray,All industry total,1.0,8091,7.5
2015,Ouray,Private industries,2.0,8091,7.5
2015,Ouray,"Agriculture, forestry, fishing and hunting",3.0,8091,(D)
2015,Ouray,Real estate and rental and leasing,56.0,8091,12.4
2015,Ouray,Government and government enterprises,83.0,8091,7.5
2015,Park,All industry total,1.0,8093,9.2
2015,Park,Private industries,2.0,8093,9.8
2015,Park,"Agriculture, forestry, fishing and hunting",3.0,8093,(D)
2015,Park,Real estate and rental and leasing,56.0,8093,10.8
2015,Park,Government and government enterprises,83.0,8093,5.3
2015,Phillips,All industry total,1.0,8095,-15.1
2015,Phillips,Private industries,2.0,8095,-19.1
2015,Phillips,"Agriculture, forestry, fishing and hunting",3.0,8095,-71.6
2015,Phillips,Real estate and rental and leasing,56.0,8095,(D)
2015,Phillips,Government and government enterprises,83.0,8095,6.2
2015,Pitkin,All industry total,1.0,8097,5.8
2015,Pitkin,Private industries,2.0,8097,5.5
2015,Pitkin,"Agriculture, forestry, fishing and hunting",3.0,8097,(D)
2015,Pitkin,Real estate and rental and leasing,56.0,8097,4.9
2015,Pitkin,Government and government enterprises,83.0,8097,9.4
2015,Prowers,All industry total,1.0,8099,-2.2
2015,Prowers,Private industries,2.0,8099,-3.5
2015,Prowers,"Agriculture, forestry, fishing and hunting",3.0,8099,-16.9
2015,Prowers,Real estate and rental and leasing,56.0,8099,7.3
2015,Prowers,Government and government enterprises,83.0,8099,5.6
2015,Pueblo,All industry total,1.0,8101,5.3
2015,Pueblo,Private industries,2.0,8101,5.3
2015,Pueblo,"Agriculture, forestry, fishing and hunting",3.0,8101,217.3
2015,Pueblo,Real estate and rental and leasing,56.0,8101,7.5
2015,Pueblo,Government and government enterprises,83.0,8101,5.3
2015,Routt,All industry total,1.0,8107,-6.4
2015,Routt,Private industries,2.0,8107,-7.5
2015,Routt,"Agriculture, forestry, fishing and hunting",3.0,8107,(D)
2015,Routt,Real estate and rental and leasing,56.0,8107,3.4
2015,Routt,Government and government enterprises,83.0,8107,9.8
2015,Saguache,All industry total,1.0,8109,18.3
2015,Saguache,Private industries,2.0,8109,21.4
2015,Saguache,"Agriculture, forestry, fishing and hunting",3.0,8109,47.7
2015,Saguache,Real estate and rental and leasing,56.0,8109,9.2
2015,Saguache,Government and government enterprises,83.0,8109,2.9
2015,Sedgwick,All industry total,1.0,8115,-21
2015,Sedgwick,Private industries,2.0,8115,-25.2
2015,Sedgwick,"Agriculture, forestry, fishing and hunting",3.0,8115,(D)
2015,Sedgwick,Real estate and rental and leasing,56.0,8115,(D)
2015,Sedgwick,Government and government enterprises,83.0,8115,4.4
2015,Summit,All industry total,1.0,8117,9.9
2015,Summit,Private industries,2.0,8117,10.1
2015,Summit,"Agriculture, forestry, fishing and hunting",3.0,8117,(D)
2015,Summit,Real estate and rental and leasing,56.0,8117,11.7
2015,Summit,Government and government enterprises,83.0,8117,8.3
2015,Teller,All industry total,1.0,8119,5
2015,Teller,Private industries,2.0,8119,4.7
2015,Teller,"Agriculture, forestry, fishing and hunting",3.0,8119,(D)
2015,Teller,Real estate and rental and leasing,56.0,8119,10.1
2015,Teller,Government and government enterprises,83.0,8119,7.7
2015,Washington,All industry total,1.0,8121,-9.3
2015,Washington,Private industries,2.0,8121,-11.4
2015,Washington,"Agriculture, forestry, fishing and hunting",3.0,8121,-18.2
2015,Washington,Real estate and rental and leasing,56.0,8121,5.2
2015,Washington,Government and government enterprises,83.0,8121,5.7
2015,Weld,All industry total,1.0,8123,-8.9
2015,Weld,Private industries,2.0,8123,-10
2015,Weld,"Agriculture, forestry, fishing and hunting",3.0,8123,8.7
2015,Weld,Real estate and rental and leasing,56.0,8123,9.3
2015,Weld,Government and government enterprises,83.0,8123,7.4
2015,Yuma,All industry total,1.0,8125,-10.9
2015,Yuma,Private industries,2.0,8125,-12.1
2015,Yuma,"Agriculture, forestry, fishing and hunting",3.0,8125,-23.9
2015,Yuma,Real estate and rental and leasing,56.0,8125,3.6
2015,Yuma,Government and government enterprises,83.0,8125,3.1
2016,Adams,All industry total,1.0,8001,5
2016,Adams,Private industries,2.0,8001,4.7
2016,Adams,"Agriculture, forestry, fishing and hunting",3.0,8001,(D)
2016,Adams,Real estate and rental and leasing,56.0,8001,8.4
2016,Adams,Government and government enterprises,83.0,8001,7.1
2016,Alamosa,All industry total,1.0,8003,-0.9
2016,Alamosa,Private industries,2.0,8003,-1.5
2016,Alamosa,"Agriculture, forestry, fishing and hunting",3.0,8003,-49.2
2016,Alamosa,Real estate and rental and leasing,56.0,8003,6.7
2016,Alamosa,Government and government enterprises,83.0,8003,1.7
2016,Arapahoe,All industry total,1.0,8005,3.8
2016,Arapahoe,Private industries,2.0,8005,3.9
2016,Arapahoe,"Agriculture, forestry, fishing and hunting",3.0,8005,-12.3
2016,Arapahoe,Real estate and rental and leasing,56.0,8005,6.7
2016,Arapahoe,Government and government enterprises,83.0,8005,2.3
2016,Archuleta,All industry total,1.0,8007,3.5
2016,Archuleta,Private industries,2.0,8007,2.7
2016,Archuleta,"Agriculture, forestry, fishing and hunting",3.0,8007,17.6
2016,Archuleta,Real estate and rental and leasing,56.0,8007,1.8
2016,Archuleta,Government and government enterprises,83.0,8007,9.8
2016,Baca,All industry total,1.0,8009,-2.4
2016,Baca,Private industries,2.0,8009,-5
2016,Baca,"Agriculture, forestry, fishing and hunting",3.0,8009,-58.7
2016,Baca,Real estate and rental and leasing,56.0,8009,(D)
2016,Baca,Government and government enterprises,83.0,8009,4.2
2016,Bent,All industry total,1.0,8011,-4.1
2016,Bent,Private industries,2.0,8011,-5.5
2016,Bent,"Agriculture, forestry, fishing and hunting",3.0,8011,-26.9
2016,Bent,Real estate and rental and leasing,56.0,8011,(D)
2016,Bent,Government and government enterprises,83.0,8011,3.7
2016,Boulder,All industry total,1.0,8013,4.5
2016,Boulder,Private industries,2.0,8013,4.2
2016,Boulder,"Agriculture, forestry, fishing and hunting",3.0,8013,-34.2
2016,Boulder,Real estate and rental and leasing,56.0,8013,5.4
2016,Boulder,Government and government enterprises,83.0,8013,6.8
2016,Broomfield,All industry total,1.0,8014,-1.4
2016,Broomfield,Private industries,2.0,8014,-1.5
2016,Broomfield,"Agriculture, forestry, fishing and hunting",3.0,8014,(D)
2016,Broomfield,Real estate and rental and leasing,56.0,8014,4.8
2016,Broomfield,Government and government enterprises,83.0,8014,4.7
2016,Chaffee,All industry total,1.0,8015,7.3
2016,Chaffee,Private industries,2.0,8015,7.7
2016,Chaffee,"Agriculture, forestry, fishing and hunting",3.0,8015,55.2
2016,Chaffee,Real estate and rental and leasing,56.0,8015,6.9
2016,Chaffee,Government and government enterprises,83.0,8015,5.4
2016,Cheyenne,All industry total,1.0,8017,-3.9
2016,Cheyenne,Private industries,2.0,8017,-5.1
2016,Cheyenne,"Agriculture, forestry, fishing and hunting",3.0,8017,-54.1
2016,Cheyenne,Real estate and rental and leasing,56.0,8017,(D)
2016,Cheyenne,Government and government enterprises,83.0,8017,5.1
2016,Conejos,All industry total,1.0,8021,-3.4
2016,Conejos,Private industries,2.0,8021,-5.5
2016,Conejos,"Agriculture, forestry, fishing and hunting",3.0,8021,-27.6
2016,Conejos,Real estate and rental and leasing,56.0,8021,(D)
2016,Conejos,Government and government enterprises,83.0,8021,10.1
2016,Costilla,All industry total,1.0,8023,-7
2016,Costilla,Private industries,2.0,8023,-9.8
2016,Costilla,"Agriculture, forestry, fishing and hunting",3.0,8023,-75.9
2016,Costilla,Real estate and rental and leasing,56.0,8023,(D)
2016,Costilla,Government and government enterprises,83.0,8023,6.5
2016,Crowley,All industry total,1.0,8025,-1.4
2016,Crowley,Private industries,2.0,8025,-2
2016,Crowley,"Agriculture, forestry, fishing and hunting",3.0,8025,-5.7
2016,Crowley,Real estate and rental and leasing,56.0,8025,(D)
2016,Crowley,Government and government enterprises,83.0,8025,0.4
2016,Custer,All industry total,1.0,8027,-8.9
2016,Custer,Private industries,2.0,8027,-10.5
2016,Custer,"Agriculture, forestry, fishing and hunting",3.0,8027,-88.2
2016,Custer,Real estate and rental and leasing,56.0,8027,8.9
2016,Custer,Government and government enterprises,83.0,8027,5.2
2016,Delta,All industry total,1.0,8029,-5.4
2016,Delta,Private industries,2.0,8029,-8
2016,Delta,"Agriculture, forestry, fishing and hunting",3.0,8029,-53.9
2016,Delta,Real estate and rental and leasing,56.0,8029,4.8
2016,Delta,Government and government enterprises,83.0,8029,6.1
2016,Denver,All industry total,1.0,8031,2.7
2016,Denver,Private industries,2.0,8031,2.4
2016,Denver,"Agriculture, forestry, fishing and hunting",3.0,8031,-16.6
2016,Denver,Real estate and rental and leasing,56.0,8031,11.9
2016,Denver,Government and government enterprises,83.0,8031,5.3
2016,Dolores,All industry total,1.0,8033,-26.6
2016,Dolores,Private industries,2.0,8033,-29.4
2016,Dolores,"Agriculture, forestry, fishing and hunting",3.0,8033,6.2
2016,Dolores,Real estate and rental and leasing,56.0,8033,(D)
2016,Dolores,Government and government enterprises,83.0,8033,10.5
2016,Douglas,All industry total,1.0,8035,3.5
2016,Douglas,Private industries,2.0,8035,3.4
2016,Douglas,"Agriculture, forestry, fishing and hunting",3.0,8035,32.9
2016,Douglas,Real estate and rental and leasing,56.0,8035,9
2016,Douglas,Government and government enterprises,83.0,8035,3.8
2016,Eagle,All industry total,1.0,8037,4.6
2016,Eagle,Private industries,2.0,8037,4.7
2016,Eagle,"Agriculture, forestry, fishing and hunting",3.0,8037,11.6
2016,Eagle,Real estate and rental and leasing,56.0,8037,2.6
2016,Eagle,Government and government enterprises,83.0,8037,3.1
2016,Elbert,All industry total,1.0,8039,6.9
2016,Elbert,Private industries,2.0,8039,7.4
2016,Elbert,"Agriculture, forestry, fishing and hunting",3.0,8039,75.5
2016,Elbert,Real estate and rental and leasing,56.0,8039,10.2
2016,Elbert,Government and government enterprises,83.0,8039,3.2
2016,Fremont,All industry total,1.0,8043,3.6
2016,Fremont,Private industries,2.0,8043,3.8
2016,Fremont,"Agriculture, forestry, fishing and hunting",3.0,8043,(D)
2016,Fremont,Real estate and rental and leasing,56.0,8043,7.1
2016,Fremont,Government and government enterprises,83.0,8043,3
2016,Garfield,All industry total,1.0,8045,-1.8
2016,Garfield,Private industries,2.0,8045,-2.4
2016,Garfield,"Agriculture, forestry, fishing and hunting",3.0,8045,-12.1
2016,Garfield,Real estate and rental and leasing,56.0,8045,4.8
2016,Garfield,Government and government enterprises,83.0,8045,2.5
2016,Gilpin,All industry total,1.0,8047,2.1
2016,Gilpin,Private industries,2.0,8047,1.9
2016,Gilpin,"Agriculture, forestry, fishing and hunting",3.0,8047,(D)
2016,Gilpin,Real estate and rental and leasing,56.0,8047,9.1
2016,Gilpin,Government and government enterprises,83.0,8047,5.7
2016,Grand,All industry total,1.0,8049,3.7
2016,Grand,Private industries,2.0,8049,4.1
2016,Grand,"Agriculture, forestry, fishing and hunting",3.0,8049,-58.4
2016,Grand,Real estate and rental and leasing,56.0,8049,10.7
2016,Grand,Government and government enterprises,83.0,8049,1.2
2016,Gunnison,All industry total,1.0,8051,1.7
2016,Gunnison,Private industries,2.0,8051,0.9
2016,Gunnison,"Agriculture, forestry, fishing and hunting",3.0,8051,13.1
2016,Gunnison,Real estate and rental and leasing,56.0,8051,7.3
2016,Gunnison,Government and government enterprises,83.0,8051,6.8
2016,Hinsdale,All industry total,1.0,8053,6.4
2016,Hinsdale,Private industries,2.0,8053,6.9
2016,Hinsdale,"Agriculture, forestry, fishing and hunting",3.0,8053,(D)
2016,Hinsdale,Real estate and rental and leasing,56.0,8053,(D)
2016,Hinsdale,Government and government enterprises,83.0,8053,3.2
2016,Huerfano,All industry total,1.0,8055,4.4
2016,Huerfano,Private industries,2.0,8055,3.8
2016,Huerfano,"Agriculture, forestry, fishing and hunting",3.0,8055,84.5
2016,Huerfano,Real estate and rental and leasing,56.0,8055,8.5
2016,Huerfano,Government and government enterprises,83.0,8055,9.6
2016,Jackson,All industry total,1.0,8057,1.4
2016,Jackson,Private industries,2.0,8057,1.9
2016,Jackson,"Agriculture, forestry, fishing and hunting",3.0,8057,-29.3
2016,Jackson,Real estate and rental and leasing,56.0,8057,(D)
2016,Jackson,Government and government enterprises,83.0,8057,-1.8
2016,Jefferson,All industry total,1.0,8059,6.2
2016,Jefferson,Private industries,2.0,8059,6.5
2016,Jefferson,"Agriculture, forestry, fishing and hunting",3.0,8059,16.8
2016,Jefferson,Real estate and rental and leasing,56.0,8059,9.2
2016,Jefferson,Government and government enterprises,83.0,8059,4
2016,Kiowa,All industry total,1.0,8061,-0.9
2016,Kiowa,Private industries,2.0,8061,-2.3
2016,Kiowa,"Agriculture, forestry, fishing and hunting",3.0,8061,61.5
2016,Kiowa,Real estate and rental and leasing,56.0,8061,5
2016,Kiowa,Government and government enterprises,83.0,8061,3.1
2016,Lake,All industry total,1.0,8065,-2.1
2016,Lake,Private industries,2.0,8065,-2.4
2016,Lake,"Agriculture, forestry, fishing and hunting",3.0,8065,(D)
2016,Lake,Real estate and rental and leasing,56.0,8065,9.1
2016,Lake,Government and government enterprises,83.0,8065,-0.6
2016,Larimer,All industry total,1.0,8069,5.5
2016,Larimer,Private industries,2.0,8069,5.6
2016,Larimer,"Agriculture, forestry, fishing and hunting",3.0,8069,-60.5
2016,Larimer,Real estate and rental and leasing,56.0,8069,8.2
2016,Larimer,Government and government enterprises,83.0,8069,5.2
2016,Lincoln,All industry total,1.0,8073,-1
2016,Lincoln,Private industries,2.0,8073,-1.4
2016,Lincoln,"Agriculture, forestry, fishing and hunting",3.0,8073,-39.6
2016,Lincoln,Real estate and rental and leasing,56.0,8073,7.7
2016,Lincoln,Government and government enterprises,83.0,8073,0.9
2016,Logan,All industry total,1.0,8075,0.8
2016,Logan,Private industries,2.0,8075,0.7
2016,Logan,"Agriculture, forestry, fishing and hunting",3.0,8075,-2.3
2016,Logan,Real estate and rental and leasing,56.0,8075,8
2016,Logan,Government and government enterprises,83.0,8075,1.1
2016,Mesa,All industry total,1.0,8077,0.2
2016,Mesa,Private industries,2.0,8077,-0.3
2016,Mesa,"Agriculture, forestry, fishing and hunting",3.0,8077,-43.5
2016,Mesa,Real estate and rental and leasing,56.0,8077,6.5
2016,Mesa,Government and government enterprises,83.0,8077,3.7
2016,Mineral,All industry total,1.0,8079,1.6
2016,Mineral,Private industries,2.0,8079,1.5
2016,Mineral,"Agriculture, forestry, fishing and hunting",3.0,8079,(D)
2016,Mineral,Real estate and rental and leasing,56.0,8079,(D)
2016,Mineral,Government and government enterprises,83.0,8079,1.8
2016,Moffat,All industry total,1.0,8081,-4.4
2016,Moffat,Private industries,2.0,8081,-4.6
2016,Moffat,"Agriculture, forestry, fishing and hunting",3.0,8081,-67.7
2016,Moffat,Real estate and rental and leasing,56.0,8081,7.2
2016,Moffat,Government and government enterprises,83.0,8081,-2
2016,Montezuma,All industry total,1.0,8083,-9.4
2016,Montezuma,Private industries,2.0,8083,-11
2016,Montezuma,"Agriculture, forestry, fishing and hunting",3.0,8083,-80.1
2016,Montezuma,Real estate and rental and leasing,56.0,8083,5.7
2016,Montezuma,Government and government enterprises,83.0,8083,3.2
2016,Montrose,All industry total,1.0,8085,-0.4
2016,Montrose,Private industries,2.0,8085,-1.4
2016,Montrose,"Agriculture, forestry, fishing and hunting",3.0,8085,-75.7
2016,Montrose,Real estate and rental and leasing,56.0,8085,7
2016,Montrose,Government and government enterprises,83.0,8085,5
2016,Morgan,All industry total,1.0,8087,-2.7
2016,Morgan,Private industries,2.0,8087,-3.2
2016,Morgan,"Agriculture, forestry, fishing and hunting",3.0,8087,-5.6
2016,Morgan,Real estate and rental and leasing,56.0,8087,6.3
2016,Morgan,Government and government enterprises,83.0,8087,2.8
2016,Otero,All industry total,1.0,8089,-1.8
2016,Otero,Private industries,2.0,8089,-2.5
2016,Otero,"Agriculture, forestry, fishing and hunting",3.0,8089,-39.5
2016,Otero,Real estate and rental and leasing,56.0,8089,7.3
2016,Otero,Government and government enterprises,83.0,8089,1.6
2016,Ouray,All industry total,1.0,8091,-6.1
2016,Ouray,Private industries,2.0,8091,-7.3
2016,Ouray,"Agriculture, forestry, fishing and hunting",3.0,8091,(D)
2016,Ouray,Real estate and rental and leasing,56.0,8091,13.5
2016,Ouray,Government and government enterprises,83.0,8091,4
2016,Park,All industry total,1.0,8093,6.8
2016,Park,Private industries,2.0,8093,7.4
2016,Park,"Agriculture, forestry, fishing and hunting",3.0,8093,124.7
2016,Park,Real estate and rental and leasing,56.0,8093,9.2
2016,Park,Government and government enterprises,83.0,8093,3
2016,Phillips,All industry total,1.0,8095,18.3
2016,Phillips,Private industries,2.0,8095,21.8
2016,Phillips,"Agriculture, forestry, fishing and hunting",3.0,8095,142.7
2016,Phillips,Real estate and rental and leasing,56.0,8095,(D)
2016,Phillips,Government and government enterprises,83.0,8095,4.4
2016,Pitkin,All industry total,1.0,8097,5.9
2016,Pitkin,Private industries,2.0,8097,6
2016,Pitkin,"Agriculture, forestry, fishing and hunting",3.0,8097,(D)
2016,Pitkin,Real estate and rental and leasing,56.0,8097,2.9
2016,Pitkin,Government and government enterprises,83.0,8097,4.8
2016,Prowers,All industry total,1.0,8099,4.6
2016,Prowers,Private industries,2.0,8099,5.1
2016,Prowers,"Agriculture, forestry, fishing and hunting",3.0,8099,12.4
2016,Prowers,Real estate and rental and leasing,56.0,8099,7.9
2016,Prowers,Government and government enterprises,83.0,8099,1.6
2016,Pueblo,All industry total,1.0,8101,3.5
2016,Pueblo,Private industries,2.0,8101,3.5
2016,Pueblo,"Agriculture, forestry, fishing and hunting",3.0,8101,-62.8
2016,Pueblo,Real estate and rental and leasing,56.0,8101,8.3
2016,Pueblo,Government and government enterprises,83.0,8101,3.6
2016,Routt,All industry total,1.0,8107,-0.1
2016,Routt,Private industries,2.0,8107,-0.3
2016,Routt,"Agriculture, forestry, fishing and hunting",3.0,8107,(D)
2016,Routt,Real estate and rental and leasing,56.0,8107,6.1
2016,Routt,Government and government enterprises,83.0,8107,2.8
2016,Saguache,All industry total,1.0,8109,-9.1
2016,Saguache,Private industries,2.0,8109,-10.7
2016,Saguache,"Agriculture, forestry, fishing and hunting",3.0,8109,-24.3
2016,Saguache,Real estate and rental and leasing,56.0,8109,(D)
2016,Saguache,Government and government enterprises,83.0,8109,0.5
2016,Sedgwick,All industry total,1.0,8115,6.1
2016,Sedgwick,Private industries,2.0,8115,6.9
2016,Sedgwick,"Agriculture, forestry, fishing and hunting",3.0,8115,(D)
2016,Sedgwick,Real estate and rental and leasing,56.0,8115,(D)
2016,Sedgwick,Government and government enterprises,83.0,8115,2.8
2016,Summit,All industry total,1.0,8117,6.5
2016,Summit,Private industries,2.0,8117,6.8
2016,Summit,"Agriculture, forestry, fishing and hunting",3.0,8117,(D)
2016,Summit,Real estate and rental and leasing,56.0,8117,5.6
2016,Summit,Government and government enterprises,83.0,8117,3.3
2016,Teller,All industry total,1.0,8119,-0.2
2016,Teller,Private industries,2.0,8119,-0.3
2016,Teller,"Agriculture, forestry, fishing and hunting",3.0,8119,(D)
2016,Teller,Real estate and rental and leasing,56.0,8119,10
2016,Teller,Government and government enterprises,83.0,8119,0.4
2016,Washington,All industry total,1.0,8121,-12.9
